Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-05-27,Ran,1985,https://boxd.it/9OxA6d,,Yes,"Kudos to StudioCanal for such a gorgeous 4K restoration of this. Still love this movie, though it would’ve been great to see this in a theater with stadium seating (Siskel would’ve been a great choice) so I could’ve read the subtitles. Also without asshat guys behind us laughing at literally every wrong moment… so it goes sometimes :/","music box theater, w/ alex b, w/ aden",2025-05-26
2025-05-27,Jaws,1975,https://boxd.it/9OQOYB,4.5,Yes,"I don’t care that I still have a week and a half of school to go, this was such a perfect summer 2025 kickoff. 50th anniversary screening of <i>Jaws</i> on a pristine-ass 35mm print (it looked SO GOOD) with a sold out screening of fans all completely into the movie made for such a great accompanying atmosphere to what would have been my favorite watch of this yet, even if I had watched it alone in my apartment. Laughed at loud at several points, the jumpscares always hit, and the widespread cheers at the big moments were icing on the cake.

I’ve always *liked* this movie to a certain degree, but it’s honestly never been one I think about much or one I’ve considered a favorite Spielberg. But something about watching it tonight, at this exact time, just completely clicked for me. This movie is so funny and intense and well paced with such a memorable and on-point atmosphere so full of personality, and it’s genuinely insane how well the effects in this hold up. It’s just such an entertaining and engaging experience all the way through that I’m surprised I’ve never enjoyed it like this before, but maybe finally going in remembering what to expect, combined with everything in the air tonight, just did the trick.

I jump at any opportunity to see Spielberg on the big screen, but this in particular was such a joyful experience that, for lack of a better phrase, really just reminded me of the emotional power movies can have on you. Absolutely loved it.","music box theater, 35mm, w/ alex b, w/ aden",2025-05-26
2025-05-28,I Saw the TV Glow,2024,https://boxd.it/9Pphj1,4.5,Yes,"A whole different kind of existential emotional experience on second watch, less gender dysphoric (which I was expecting) and more generally existential for me, but it’s still dissociative and it still scared me in a number of ways. The atmosphere, character, and world building in this are so eviscerating (extremely positive), sometimes different from my own suburban upbringing but still consistently hitting all the shockingly personal emotional spots, like something I’ve buried away for years. Watching this on my TV alone in my apartment with all the lights off except my Christmas lights had me completely losing myself in this world all over again, in a very different way from seeing it in a sold out Music Box. Gotta sit on it some more before I add anything concrete beyond descriptions of the watching experience.

Kinda insane how many lines of dialogue in this hit such specific personal notes for me, I can’t decide on just one to use in this review.

<i>“I’m leaving this city one day, you know. I’m gonna die if I stay here.”</i>

<i>“THIS ISN’T MY HOME.”</i>

<i>“Sorry about earlier… it must be the new meds I’m on.”</i>","blu-ray, baby's first apartment (year 2), for class, sad liminal vibes, lived in locations",2025-05-27
2025-05-29,Grand Theft Hamlet,2024,https://boxd.it/9Q0Z7n,4,,"Really good stuff. Beyond the accomplishment of making a coherent, emotionally engaging film in GTA V, this really got me thinking about who I was during that time. I obviously related to the sections about loneliness and depression, but it reminded me of how I never really did much with all the time I had, mainly thanks to that consistent bad mental state I was in.

Between watching this and having just wrapped shooting my next short film which is also about COVID loneliness, I've been doing a lot of reflecting on how the difference between who I was then versus who I am now is complete night and day. The pipeline between then and now is so weird to think about still, but I'm glad I've been living way more up to my potential as of late, and I'm glad that this movie effortlessly contrasts the real characters' issues and struggles with the comic relief of GTA V logic and physics, since it reminded me of some uncomfortable memories at times.

I struggled with the Shakespeare diction at times, and just the fact that I was taking in how a film was made in GTA V took away from some of the emotional punch of a couple-few moments, but I genuinely loved nearly all of this. A genuinely impactful, unique film, my new #2 of 2025 thus far.","mubi, w/ hazel, at hazel's place",2025-05-28
2025-05-30,Mission: Impossible – Fallout,2018,https://boxd.it/9QyBTF,,Yes,"Fun movie, crazy that this is my first time watching since it came out in theaters. I still miss (parts of) Europe. The plot armor is pretty funny at times, and at one point it becomes the<i> Community</i> episode where Jeff, Annie, and the Dean are constantly plotting against each other, but of course the action and stunts are more than good enough to keep things interesting and engaging despite all that. Whoever cast Simon Pegg and Ving Rhames in the first place deserves a raise as well, their chemistry with Tom is great and it elevates the story for me.","dvd rental, library, at home, w/ dad",2025-05-29
2025-06-01,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9RGDBD,4,,"It was a divine movie-watching experience seeing this in full-frame IMAX, so I’m just gonna write a summary review at first so I can keep letting the memory soak in. And thankfully, I can summarize my thoughts on this pretty easily…

TL;DR — The movie goes like this at a few different points. You have an absolutely incredible extended sequence of action and suspense; I’m talking completely locked in, losing feeling in my legs, trying not to think too hard about the fact that I might be witnessing film history in the making. The abandoned submarine and the dual storylines making up the climax are both just insane. Then, after it’s all over, the story wraps it up with either no explanation or surprisingly anticlimactic plot armor. It’s never enough to really ruin how good the sequences before them are, though they are hard to overlook.


Alright, writing that gave me adequate time to sit. Some more extended thoughts…

McQuarrie’s direction in this is so fascinating to me, in just how often it feels like different directors were attached to different scenes. That first action scene is edited way too fast (kinda like Quantum of Solace), then the main scene right before the credits and most of the scenes after feel just like the same McQuarrie who directed <i>Fallout</i> intermixed with J.J. Abrams’ dutch angles and Di Palma’s cutting, then everything with the submarine was like James Cameron lite (there’s no way it isn’t a blatant <i>Abyss</i> homage at times, though it is amazing), and everything at the end is a miraculous combo of everything the spy thriller genre can and should be. Not even to mention that nearly all the CGI looks excellent. From a technical standpoint, somehow, it all works.

And from a screenwriting perspective, combined with everything mentioned above, by all means, this had all the makings of brilliance. Even despite some of the cornier moments, there is so much propulsion and story and character development that’s the highest form of serviceable blockbuster writing possible. It feels like the <i>Endgame</i> of this franchise, with all the threads pointing to an earth-shattering series finale with plenty of fan service and callbacks that feel equally earned, servicing the story’s continuation and keeping the emotional journey going strong.

<b>SPOILERS FROM HERE UNTIL MENTIONED AGAIN</b>

But then, Ethan and Bengi survive, and reunite in the final scene in a way that points all signs to continuing the franchise further. Based on how strong everything was up to this point, I fully believe McQuarrie and Cruise had intended it to be the finale I had mentioned, but then Cruise got cold feet (relative to this) and decided that he wanted to keep doing these movies into his 90s, and of course that just means ending a franchise that could so easily bring Paramount and everyone involved even more money.

Obviously I don’t know the inside scoop for sure, but I bring it up because it is a very jarring transition from finale to not that took some tickle out of everything that preceded it and has been sitting less well with me as I’ve thought about it. Having all these incredible scenes and technical accomplishments servicing a story that changes at the last minute is pretty frustrating. If this commit to being a finale, it would be a 9/10.

<b>SPOILERS OVER</b>

Still, I had so much fun in the moment that I think this rating is deserved for right now, all things considered, though it might drop. It’ll be interesting to see how it ages with me.","amc naperville 16, w/ dad, w/ mom, w/ quinn, imax",2025-05-31
2025-06-02,The Delinquents,1957,https://boxd.it/9Sz33F,3,,"Damn, Robert Altman really started with a PSA for the Kansas City PD. Wasn't actually that bad of a movie either; aside from a couple of bad acting moments and a sense of superficiality at certain points, the dialogue and character & story foundations are pretty solid, it's not badly shot, and I was decently invested for a while. But then the superficiality of the climax is amplified by a narrator at both the start and very end indirectly saying that this is a PSA, giving it an extra superficial feel...

Either way, I do appreciate the positives here and the fact that Altman was able to prove some of his early talent in this form definitely shows his potential for what would come later. A better indie 50s debut than something like <i>Fear & Desire</i>. Maybe it was the only way for him to make his first movie, I wanna learn more about this.","amazon prime, baby's first apartment (year 2)",2025-06-01
2025-06-03,Isle of Dogs,2018,https://boxd.it/9TcX6t,4,,"This is the last non-new Wes Anderson movie I haven’t seen yet… and I really think I saved one of the best for last. I was apprehensive when this first came to theaters since I’ve always been extra sensitive about stories with dogs in peril, but I’m so glad to say that this lived up to the hype 7 years later!

Don’t really need to say anything about the animation or direction about this, since I’m sure all of you already know that this just looks absolutely stellar in all regards, easily one of the best looking Wes films which is no small feat. The voice cast is great too, Desplat’s score is unsurprisingly excellent, and, as expected, it’s so full of Wes Anderson’s personality and deadpan delivery, which never felt misplaced here like it does in other cases. And I’m reminded that it works even more cleverly with anthropomorphic animals.

The only criticisms I have are a couple moments where effective dramatic moments are undercut by a bit by comedic dialogue or by a use of music, and the movie perhaps ended a little too cleanly and felt a bit anticlimactic, but even then I still found the end to be pretty moving there as I did the whole way through; the reward for every character was so fun to see, even if sudden. I honestly really loved this world and almost everything about this, was locked in the whole time and the rating will possibly go up another half star in the near future; definitely an upper half Wes for me! Unfortunately very relevant in 2025 America as well; was not expecting that going in, haha.

I think I teared up at one point? I felt an emotional hit, but also I was yawning from the day and I’m still getting over some allergies, so I can’t say for sure. Either way, the hit was there, and that’s why I love Wes’s work.","blu-ray, baby's first apartment (year 2)",2025-06-02
2025-06-06,The Phoenician Scheme,2025,https://boxd.it/9UPatl,3.5,,"On first impression… really fun! Not a story that really deeply moved me like my favorites from him, but it looks fucking great (duh, it’s Wes), I was thoroughly engaged (duh, it’s Wes), and I appreciated the lighter approach.

The overall emotional arc was a little underwhelming for me in any circumstance, hitting me a lot more like “oh that’s nice” and not as a deeply cathartic journey, although in retrospect I don’t see this as a story that really aims for big emotional punches like <i>Budapest</i> or <i>Tenenbaums.</i> It's pure entertainment and really funny above everything else, and it thrives more in its individual character moments than it does as an entire story which is definitely different for Wes (the moment that I keep going back to is a great interaction in a helicopter between Richard Ayoade and Mia Threapleton). I’m sure a rewatch would be more rewarding now that my expectations are a little different. MVP for me is definitely Michael Cera(!!), followed by Richard Ayoade.

This is also possibly the most fun Wes has had with his own style; normally when you have a style as defined as his, it generally just comes to the small details that you notice. But I’m pleased to say that there were a number of moments in this where the new things he was trying rose above simply saying “oh, that was different,” and were actually pretty jarring! Every visual decision worked for me, and I would definitely say he switches things up more here than he did in <i>Asteroid City </i>(this is positive; I wanna see him try new things!).

So yeah, even if this isn’t the next peak in his career, I still had a lot of fun with this and am glad to see him changing it up a bit in both its overall tone and certain stylistic shifts. Hopefully he builds on this with his next movie, with a story that is just as fun and hits the spot a little harder. Strong 7!


Other notes that didn't fit:
- Basketball scene is hilarious. Bryan Cranston dribbling and Tom Hanks' random ""AH!"" both really got me.
- There's moment near the end that really reminded me of <i>The Brutalist</i> that I thought was awesome.
- Was the very short scene in the desert shot on a re-used set from <i>Asteroid City</i>?
- A lot of the major classic American and British movies came to mind, from <i>Citizen Kane</i> (Korda's character) to <i>Casablanca</i> (the club) to <i>It's a Wonderful Life</i> (the heaven cutaways, which also reminded me of <i>Wings of Desire</i>) to David Lean (the jungle reminded me of <i>River Kwai</i> and a lot of discussions and visual nods reminded me of <i>Lawrence</i>)","music box theater, w/ claire s, w/ izzy",2025-06-05
2025-06-07,Punch-Drunk Love,2002,https://boxd.it/9VbbLz,5,Yes,"The best, most insane story of a man in disarray who actively wants to feel like a human again and finally finds the support in his life to do it, both from others and within himself. Barry’s arc from unrestrained and self-destructive to confident and proactive is a total joy and seriously has to be one of my favorite arcs in any movie. A hodgepodge of tone and structure that miraculously hits every right note and perfectly encapsulates how accepting love in your life turns chaos into order and puts so much strength in you, you have no idea.

Obviously, this movie centers on a budding romantic relationship and most directly applies there. But on rewatch, just letting the emotional journey take over, I realized that this story applies to any kind of emotional bond you might share when you need it the most, and it hit me like a truck. Watching this movie is what genuine, life-affirming love feels like, and there are few greater feelings.

The sound design and cinematography are perfection, the celebration of small moments is wonderful, the graphics are to die for, the final scene made me cry through the credits and I love this movie so, so much. Everything about it.","criterion blu-ray, baby's first apartment (year 2), cried or teared up, for class",2025-06-06
2025-06-07,The Phoenician Scheme,2025,https://boxd.it/9VsLdx,3.5,Yes,"Already rewatched it lmao, the vibes were just right after Premiere (DePaul’s student film festival).

Not a whole lot more to add, but going in with different expectations did in fact help me enjoy the ride more. It’s the closest thing to a Wes Anderson <i>Indiana Jones</i> film in its story, genres, and no-frills nostalgic feel. I both picked up on more hints that Wes left throughout the story and processed more of the actual story, of course, and laughed even harder at Tom Hanks yelling “YOW!” I will say, though, I still think the final chapter feels a bit lacking in oomf and I still wish there were more emotional in-points with the leads, but I was a little more touched by Korda’s overall arc. Keeping the rating where it is, but I’m definitely more open to the idea of it bumping up in the future.","music box theater, w/ grace",2025-06-06
2025-06-08,The Adventures of Tintin,2011,https://boxd.it/9W4Bhb,4.5,Yes,"Some of the most cinema ever cinema'd. Incredibly faithfully adapted, and genuinely insane how good the visual storytelling is in this. Computer animation as a medium firing on all damn cylinders; every scene is a joy, reminds me why I love this shit (movies). Every time, it takes me back to when I saw this in theaters when I was 8, eyes glazed to the screen and jaw on the floor, realizing that this is the best damn thing I had ever seen. Really, all that’s changed since then is I have piercings now.

The mo-cap animation sticks out just a little more in 2025, but aside from that, seriously... whatever studio executives have been blocking the sequel from getting made, you aren't seeing heaven. I love my parents for so many reasons, but raising me on Spielberg was one of their best parental decisions ever.","youtube (rent), baby's first apartment (year 2), w/ hazel",2025-06-07
2025-06-11,Raiders of the Lost Ark,1981,https://boxd.it/9Y4fc7,4,Yes,"I’ve been doing a lot of rewatching recently, but it’s just easier and more fun to rewatch sometimes, especially during the final stretch of school. Also, tonight being the first night of summer, gotta kick it off with what’s become a yearly tradition for me.

Still awesome, of course, even if just a little bit of the tickle is taken out with yearly rewatches. Most stricken this time around by Belloq’s character, I was thinking about him more than I ever have in the past. The most “human” of the Nazi ensemble here, through all his smooth-talking, romancing, and all his thoroughly entertaining back & forth and comparisons with Indiana, but he’s still irrevocably a Nazi. I also admired every hand-to-hand combat scene here even more; I’ve said it before, I’ll say it again, Spielberg is just so good at action coverage.

The screenplay is honestly very strong in ways that I hadn’t picked up in the past as well. The game of cat ‘n mouse between Indiana and the Nazis is always a total blast to follow along with, and you’re never quite sure who the cat and who the mouse are in any given situation. And, plain and simply, no one part of the story and no character ever felt lacking, and the satisfaction felt watching every end eventually cleanly meeting is really awesome, from the obviously divine climax to the poetic irony of the very last scene.

My only complaints with the movie are that it’s a little didactic at times, with certain lines of dialogue that spell things out a little too clearly (could also just be the delivery of those lines) and I found it funny when Indiana spelt out the entire movie near the beginning on the chalkboard for the FBI guys (edit — in retrospect this is interesting foreshadowing to show how much smarter they are than the Nazis from the start, even if it reveals a ton), and there are a couple moments where the editing prioritizes the comedy at the expense of a better flow. But otherwise, it’s just minor continuity errors that I noticed. Having just written one of my final papers on <i>Temple of Doom</i>, I’m excited to see my updated thoughts on that since, even just watching this, I noticed some ways that the edit and aspects of the writing get tighter as the series progresses.

Still, this was my official summer kickoff and it was awesome as always, even if the thrill of certain scenes starts to wear off after yearly watches. This is never less than a great time, and there’s always something new to pick up on and appreciate. Like damn, I just wrote this whole review without even mentioning the production design, cinematography, or score!!","paramount+, at home, w/ dad, w/ mom",2025-06-10
2025-06-12,The Blood of a Poet,1932,https://boxd.it/9YoeMD,4,,"What a cool discovery; stumbled upon this earlier today and decided to watch it like an hour before I hit play. Totally feels like something that could only have been made by someone whose background and education came from different artistic mediums delving into film for the first time, and also something that should be considered a learning point in both avant-garde and experimental film.

Definitely confusing at times in a ways that took me out, the first two chapters make for a phenomenal short film and would arguably be better on their own than the second two, but the effects are really good for 1932 and the imagery and editing are timeless and stellar. Experimental film isn't typically my favorite, even if I admire what it does, but in the moment this was just a very cool and surprising watch from start to finish.","criterion channel, at home",2025-06-11
2025-06-13,nosebleed,2025,https://boxd.it/9YN5Lh,,,"Relatable (I also have frequent nosebleeds every time it gets even a little dry. Living in an apartment built in the 50s with no humidity control… every day, man). Jake, I hope you didn’t let your nose bleed just for the film, but it’s an interesting visual exercise either way. The camera zoom was cool, bro is becoming Michael Paneke",,
2025-06-13,Materialists,2025,https://boxd.it/9Zad9L,4,,"Loved it. Celine is still so good at character writing and directing that elevates the story so much. The scientific, exacting nature of Lucy’s character and how she approaches love made for a super interesting and watchable lead without ever feeling emotionally distancing, and she’s a great vessel into the rest. Chris Evans and Pedro’s characters are a bit more cliche, but they still bring enough personality and resonant qualities to those cliches that I didn’t mind and I impressively didn’t see them as the actors in the moment. There are a ton of great convos and very specific personal in-points here, not unlike how <i>Past Lives</i> hit me even if not quite as hard and in an (obviously) different story. Nearly every shot and cut looked great as well.

Really, the only criticism I have is that the story falls into romcom tropes and these characters deserve a little better. The story is paving its own path for the most part and this does wonders for these characters going on their unique journeys, then they enter into more predictable plotting for the genre and it delves into the territory of “oh, that’s nice” when I was hoping for bigger emotional punches. Still, pretty great overall.

All three leads are great in their own way, but Zoe Winters… kinda stole the show at a couple points! There’s a crucial line delivery from her that didn’t fully work, but if not for that she would be the standout.","cinemark cantera, w/ cam",2025-06-12
2025-06-14,Indiana Jones and the Temple of Doom,1984,https://boxd.it/9ZC26x,3.5,Yes,"Currently somewhere in between where I was last year and where I was in years past on this, and I think this is something close to a final stance.

Certainly has all the makings of another great entry in the series, and delivers on a lot of those promises still. Obviously a lot of fantastic set pieces and scenes of combat and moments of Williams going ham. And after writing a final paper on this, I’ve come to appreciate that Indiana has more of an actual character improvement arc in this, going from “fortune and glory” to witnessing how truly dire the situation is and prioritizing the well-being of the village.

Still, there’s a stench of phoniness that comes from how the Thuggees are portrayed here. I know the excessiveness of it is tongue-in-cheek and all, but it still gets to a point of eye-rolling after a certain point and it lacks the emotional grounding that the Nazis have as villains in the first and third. The stakes just aren’t as interesting to me, not helped by some of the ridiculous plot armor in the final act.

Nonetheless, it captures the Spielberg excitement and beating heart of the series that I’ve come to appreciate more with age and I would call this a fun movie overall. My description of this from last year as divorced man’s David Lean still feels apt.","paramount+, at home, w/ dad, w/ mom",2025-06-13
2025-06-14,Friday the 13th,1980,https://boxd.it/9ZKUnX,3.5,,"Great summer movie. Stupid sometimes but also kinda ripped at times too. Gets away with more than other similar movies might since slashers weren’t tropey or worn too thin just yet, this is just having fun with a budding trend and wearing its <i>Halloween</i> and <i>Psycho</i> and <i>Texas Chainsaw </i>influences on its sleeves. I respected it for that and had a good time.

Very fun ensemble of characters here, they were very watchable until they had to act scared, surprisingly that’s when they were least convincing and kept some of their own deaths from hitting harder. Movie never feels too long, builds atmosphere well, and has some genuinely great jumpscares (in theaters too so some of them REALLY got me). Interesting to me that 70s horror classics (I know this was 1980 but was obviously made during the same era) and the birth of the slasher all revolved around teenagers being killed.","cinemark cantera, me time!",2025-06-13
2025-06-15,Indiana Jones and the Last Crusade,1989,https://boxd.it/a0hfCt,4.5,Yes,"Fathom Events knew what they were doing showing this today… such a fucking treat seeing this in theaters with my parents over Father’s Day weekend. Final act was divine on the big screen, I forgot just how emotional and well executed it is as the closer to both this movie and the entire trilogy. Best ending in the series by far.","hollywood blvd cinema, w/ dad, w/ mom",2025-06-14
2025-06-19,Ballerina,2025,https://boxd.it/a37h3R,3,,"I mean, it’s just totally made for middle schoolers, from how mind-numbing the violence gets to the Evanescence song(??) over the end credits. The action is mostly awesome, the screenplay and performances are even weaker than I expected... like damn, when it focuses solely on the story after the major action centerpiece of the second act until the finale, it’s a total slog.

Somehow though, despite that, the fun of the action did end up leaving a *<b>slightly</b>* stronger impression on me. There’s so much violence it’s funny. So I’ll give it a bump, I mean I can’t say I didn’t get what I signed up for. I’m starting to crave a serious character driven movie after all my recent watches though.

Oh also it’s only June, but this is the 2025 winner of the Award for Most Climate Change by a Movie","cinemark cantera, w/ kelly, w/ aaliyah",2025-06-18
2025-06-20,28 Days Later,2002,https://boxd.it/a3oxsd,4,,"Pretty phenomenal imagery (even if some of the MTV editing didn’t work for me) and directing throughout, a great ensemble, a slow but endearing build to a breakneck, shocking, and emotionally charged final act, and it’s pretty damn scary. Aptly a movie that feels like it’s being held together at the seams by medical tape and safety pins; somehow the exact right mix of cheap and professional. Great stuff, really happy to have finally seen this.","dvd, w/ quinn, at home",2025-06-19
2025-06-21,28 Weeks Later,2007,https://boxd.it/a45wV5,3,,"Look, watching this and all its commentary on the utilitarianism of the United States military and government on June 20, 2025 obviously brought up some emotions. And to its credit, it actually is quite effective. It pretty deftly mixes splatter gore zombie action with its military survival paranoia with some strong moments, and I certainly had it at a higher rating for the most part. But damn, it really just fumbles the ending, not only leaving the central plot thread untied but also resorting to a corny, laughable teaser for a threequel that wouldn’t even come until now, 18 years on.

It’s certainly a solidly crafted and well acted film, but I only feel like being so generous with a rating when the emotional payoff is underwhelming like this. Enjoyed it enough though that it could certainly get an extra half star in the future.

Keeping it at 3 though because — lol at the entire movie happening just because no one on the US military noticed two kids cross a well-surveilled bridge and enter a restricted area.","blu-ray rental, library, at home",2025-06-20
2025-06-22,28 Years Later,2025,https://boxd.it/a4Ieyb,3,,"Admired the experimentation in structure and directing more than I personally enjoyed the movie. I think Spike has a solid enough foundation even if he’s a bit of a typical adventure genre boy leaving home for the first time, and I do really like the worldbuilding of this, around how humans might return to a more primitive state in this situation; the production design and practical effects are both pretty fantastic and I was certainly immersed in this regard.

But it really just feels way too much like a Part 1 in how it ties everything up without feeling like a complete experience and lacks in strong emotional payoff, as sweet as everything with Spike and his mom and Dr. Ralph was. And while it’s very cool as an iPhone filmmaker to see iPhones be used and experimented with at this scale, the sheer amount of trying-to-be-different here distracted me enough from ever really being scared or feeling the most intense and emotional moments, even if the character development was working for me enough that I was engaged in the story. It added a distance, even if it was really sick at times.

All things considered, it did enough that I’m intrigued by where the sequel will go and how it’ll finish this story which says something (and might have me bump up a half star, idk), but as an individual experience this just made me feel frustratingly alienated. Certainly not bad, but definitely had more potential to live up to.","amc naperville 16, w/ dad",2025-06-21
2025-06-25,The Apprentice,2024,https://boxd.it/a6S481,3.5,,"Good movie. Obviously can never know how exact this is unless I know the man personally or do a lot more research into his life during this era, but the movie effectively played into public perception and my own knowledge of Trump and turned that into a digestible and well done business drama. Great performances for sure, as I’ve been hearing for a full year now, and I’m so interested in the visual style of the film. The edit is honestly pretty fantastic, and I love how they shot on film and emulated a vintage TV look, even if the increased static in the final act was a bit distracting. Good needle drops for the most part as well. A great plane movie, definitely one that kept me engrossed and thinking and forgetting I’m in the air with very little legroom.

Strong 7.","dvd rental, library, on a plane, portable dvd player",2025-06-24
2025-06-29,Crooklyn,1994,https://boxd.it/a9tVNj,4,,"Didn’t have internet for a few days on vacation in the mountains (it was amazing and I hate that I have access to it again) so that definitely took away my immediate thoughts after watching this, but I liked it initially and it’s held up well in my head.

The ensemble is fantastic here and I was shocked at how good the child actors are, it’s so clear that Spike Lee had everyone on the same page throughout the whole shooting process. Every character on screen is fleshed out and memorable, crucial given that this is a mostly plotless movie. Fantastic production design (love how much you learn about the characters from this) and editing as well. I didn’t find this to be the most emotional watch in the moment, but it’s always engaging, doesn’t really miss a beat, and I’ve grown to love how Troy’s character progresses even just 3 days after watching.","dvd, portable dvd player, on a damn boat, w/ jonah, washington",2025-06-25
2025-06-29,Twin Peaks,1989,https://boxd.it/a9ueMz,4.5,,"I forgive myself for every other time I dropped the ball on finishing Season 2 because I ended up binging the last four episodes in a damn mountain village IN WASHINGTON. Went for a walk after finishing and was instantly struck by just how immaculately the general vibe of the Pacific Northwest is captured in it, like… I was fucking there. Just a sick ass experience and I wouldn’t have it any other way.","paramount+, washington",2025-06-27
2025-06-30,L.A. Confidential,1997,https://boxd.it/aadVXF,4.5,,"Okay yeah, I get it. I was actually kinda just blown away by this.

I’ve said enough here that I always love stories about moral and ethical quandries that are written with intelligence and emotion, and this is exactly that while still being a thoroughly engaging and unpredictable neo-noir that had me at nearly every step of the way. The screenwriting is just top notch, from the plotting to the single lines of dialogue that single-handedly unlock plot points to the witty lines of dialogue that are immaculately placed.

On top of that, this is living proof that Hollywood is fully capable of updating classic genres and styles without chipping away at their core. This has all the deft plotting, deep, heartful character development, and “cool factor” of classic Hollywood noir and mysteries, and not once is it ever compromised by the high amount of action sequences (the FINALE!) or Scorsese-inspired directing + editing to satisfy modern audiences just the same.

I completely love Bud White’s character arc and what it says about masculinity and repressed emotions. When he started opening up and vocally communicating with people, it was a genuine surprise but that was the moment I just knew. All the characters and performances in this world are incredible, but Russell Crowe is absolutely the standout here for me.

There’s a part of me that’s a bit conflicted with the epilogue, wishing that it just ended on Exley smiling and laughing in the interrogation room, as the addition of the monologue is just a bit cut and dry without leaving lingering thoughts for my taste, but otherwise… no real complaints.

Admittedly, there’s also just enough to think about and keep track of while watching that I’m not fully confident in my opinion and feelings on it yet, but the fact that this was such an exhilarating ride that really surprisingly moved me inclines me to give it the half star bump. Loved it.


Edit - also forgot to include the whole celebrity element which I thought was surprisingly poignant even if not the standout aspect for me, but that just goes to show how much there is to this. It’s so good.","criterion channel, on a plane",2025-06-29
2025-07-03,F1,2025,https://boxd.it/acryDX,3.5,,“What’s the most you’ve ever lost on a coin toss?”,"cinemark cantera, w/ sid, w/ jess",2025-07-02
2025-07-07,light blossom,2025,https://boxd.it/aeJH7F,,,Couldn't relate to the characters :/,youtube,
2025-07-08,8½,1963,https://boxd.it/afVdHr,4,,"Gotta ponder this one, but from Point A to Point B I ended up really falling for it. Such a richly textured, weird, beautifully shot film that never had me fully confident in my predictions for where it would go next. In all its ruminating on honesty, genuine vs forced emotional feeling, the commercialization of art, and the cycle of losing and finding your passion, I certainly had a few moments of confusion and alienation, but in stronger measure I found it fascinating, wondrous, and ultimately very moving by the time it reached its final few scenes. All around, loved.","music box theater, 35mm, me time!",2025-07-07
2025-07-13,Natural Born Killers,1994,https://boxd.it/ajq1Vv,3,,"Not bad, but not <i>Badlands</i>.

My parents and I chose this knowing its premise, but assuming it would feel a little more in touch with its humanity given the names involved. Needless to say, we were all a little thrown off by how abrasive and ridiculous this gets at a lot of points.

I do realize that that’s the point of this all, and I certainly do respect the audacity to a certain extent (especially in how fucking wild some of the filmmaking here is) as it definitely spins the nonstop violence into an effectively feel-bad experience, but it does so to a numbing degree. It’s so consistently graphic that it’s hard to feel any kind of shock or strong emotion towards it, and there are moments that do stand out with the story (notably the interview itself, where we finally find some humanity in this story for the first time in a while) but as a whole there isn’t anything to really latch on to. As a result of both of these, at times it’s almost kinda… boring?

There’s certainly always something to watch, and props to the technical crew and performances for always giving it their all, but on my initial impression it did feel frustratingly empty for how much it has going for it. Could see the rating go up to a 7 at some point though, once the initial reaction subsides.","dvd rental, library, w/ dad, w/ mom, at home",2025-07-12
2025-07-14,No Country for Old Men,2007,https://boxd.it/akuQW7,4.5,Yes,"Was completely locked in and not thinking about anything else for nearly all of it, and I couldn’t have asked for a better headspace or theater audience to accompany the experience. Much like Tommy Lee, I didn’t wake up from this until the very end.

Don’t wanna think too terribly hard about technical specifics since I’m still thinking about how damn good that theater experience was, but I do wanna say I’m completely in love with how this so consistently uses silence so effectively. It’s captivating and distracts completely from any story structure or beats you might notice in the moment, which is exactly what movies should do and works SO well in this case.

Also Javier’s performance and character obviously makes for such a good psychopath that you’re genuinely fascinated by and scared of, but Tommy Lee does SO much with the screentime and conversations he has, to the point that I might slightly prefer him.

And to briefly address my first watch from 4.5 years ago, I honestly just went in with the wrong expectations and I realized that maybe a few months later, like… if you had asked me what I thought of this movie in June 2021, I would’ve already said I liked it and it grew on me. Really glad to finally update my opinion on this in an actual review and not just an increased star rating. Fuckin awesome movie.","music box theater, w/ claire s, lived in locations",2025-07-13
2025-07-15,Fallen Leaves,2023,https://boxd.it/alfBxZ,4,,"One of my 2023 blindspots I’ve had lurking in the back of my mind for a couple years now, and I liked it quite a bit! Not something that really blew me away on first watch, but it’s thoroughly just very enjoyable and engaging. Very relevant to my life right now as I search for a new job and have been dabbling in online dating for the first time.

A lot of great and beautiful individual moments, and I really love how this is paced on a scene-to-scene basis even if some parts of the story didn’t hit me as much as others. Very confident direction and writing overall, it really shows in how such direct and inexpressive performances are able to evoke the emotions and reactions they do; it’s thoroughly and unapologetically Finnish and I really appreciated that about it.

Great cinematography too, wasn’t talked about enough in the 2023-24 conversation.


UPDATE 7/16 -- bumped up to an 8 since I'm still thinking about the film, and I think the inclusion of Ansa's frustration with the radio only playing Ukraine news and not music is surprisingly poignant. She starts by listening in full and acknowledging what is going on, and continually does this to stay up to date, but when the news continues in place of music she wants to hear, it gets understandably incredibly frustrating for her. It's one of the more contemporary portrayals I've seen of how art is equally crucial when the world goes to shit (for lack of a better term) and has continued to resonate with me even a couple days later. Also it's just a really touching romance film about how accepting love into your life is a basic part of human happiness; we're social creatures, in tandem with the work we do for ourselves.","mubi, at home, w/ dad, w/ mom",2025-07-14
